subgroup,Race,Sex,Age,diseases,count,crude_SE,population,Age_label,Sex_label,Race_label
37,1,2,5,OSTK_medBMI,3917,0,5804416.114,65-74,Male,NHW
38,2,2,5,OSTK_medBMI,1064,0,3581448.241,65-74,Male,NHB
39,3,2,5,OSTK_medBMI,360,0,2747835.288,65-74,Male,HIS
40,4,2,5,OSTK_medBMI,253,0,2068595.105,65-74,Male,OTH
41,1,1,6,OSTK_medBMI,34277,0,6792401.836,75+,Female,NHW
42,2,1,6,OSTK_medBMI,3479,0,2253842.427,75+,Female,NHB
43,3,1,6,OSTK_medBMI,1775,0,1204107.598,75+,Female,HIS
44,4,1,6,OSTK_medBMI,1164,0,1296731.26,75+,Female,OTH
45,1,2,6,OSTK_medBMI,17482,0,7162896.482,75+,Male,NHW
46,2,2,6,OSTK_medBMI,1784,0,1914222.336,75+,Male,NHB
47,3,2,6,OSTK_medBMI,1145,0,987985.7216,75+,Male,HIS
48,4,2,6,OSTK_medBMI,761,0,1080609.383,75+,Male,OTH
1,1,1,1,OSTK_medSBP,25,0,4445935.747,25-34,Female,NHW
2,2,1,1,OSTK_medSBP,9,0,3828444.671,25-34,Female,NHB
3,3,1,1,OSTK_medSBP,8,0,3056580.826,25-34,Female,HIS
4,4,1,1,OSTK_medSBP,2,0,3674071.902,25-34,Female,OTH
5,1,2,1,OSTK_medSBP,23,0,4415061.193,25-34,Male,NHW
6,2,2,1,OSTK_medSBP,17,0,2871333.503,25-34,Male,NHB
7,3,2,1,OSTK_medSBP,6,0,3087455.38,25-34,Male,HIS
8,4,2,1,OSTK_medSBP,1,0,3457950.026,25-34,Male,OTH
9,1,1,2,OSTK_medSBP,95,0,4476810.301,35-44,Female,NHW
10,2,1,2,OSTK_medSBP,56,0,3427075.472,35-44,Female,NHB
11,3,1,2,OSTK_medSBP,15,0,4260688.424,35-44,Female,HIS
12,4,1,2,OSTK_medSBP,5,0,3056580.826,35-44,Female,OTH
13,1,2,2,OSTK_medSBP,111,0,3612322.795,35-44,Male,NHW
14,2,2,2,OSTK_medSBP,78,0,2747835.288,35-44,Male,NHB
15,3,2,2,OSTK_medSBP,34,0,3087455.38,35-44,Male,HIS
16,4,2,2,OSTK_medSBP,9,0,2840458.95,35-44,Male,OTH
17,1,1,3,OSTK_medSBP,409,0,4075441.102,45-54,Female,NHW
18,2,1,3,OSTK_medSBP,234,0,3334451.81,45-54,Female,NHB
19,3,1,3,OSTK_medSBP,64,0,3457950.026,45-54,Female,HIS
20,4,1,3,OSTK_medSBP,34,0,3396200.918,45-54,Female,OTH
21,1,2,3,OSTK_medSBP,566,0,3859319.225,45-54,Male,NHW
22,2,2,3,OSTK_medSBP,294,0,3210953.595,45-54,Male,NHB
23,3,2,3,OSTK_medSBP,99,0,2963957.165,45-54,Male,HIS
24,4,2,3,OSTK_medSBP,64,0,3550573.687,45-54,Male,OTH
25,1,1,4,OSTK_medSBP,1258,0,5248674.146,55-64,Female,NHW
26,2,1,4,OSTK_medSBP,572,0,5372172.361,55-64,Female,NHB
27,3,1,4,OSTK_medSBP,159,0,4939928.608,55-64,Female,HIS
28,4,1,4,OSTK_medSBP,84,0,4075441.102,55-64,Female,OTH
29,1,2,4,OSTK_medSBP,1909,0,5742667.007,55-64,Male,NHW
30,2,2,4,OSTK_medSBP,784,0,4723806.731,55-64,Male,NHB
31,3,2,4,OSTK_medSBP,233,0,4569433.962,55-64,Male,HIS
32,4,2,4,OSTK_medSBP,139,0,3334451.81,55-64,Male,OTH
33,1,1,5,OSTK_medSBP,3364,0,4939928.608,65-74,Female,NHW
34,2,1,5,OSTK_medSBP,866,0,3087455.38,65-74,Female,NHB
35,3,1,5,OSTK_medSBP,287,0,3056580.826,65-74,Female,HIS
36,4,1,5,OSTK_medSBP,204,0,2037720.551,65-74,Female,OTH
37,1,2,5,OSTK_medSBP,3917,0,5804416.114,65-74,Male,NHW
38,2,2,5,OSTK_medSBP,1064,0,3581448.241,65-74,Male,NHB
39,3,2,5,OSTK_medSBP,360,0,2747835.288,65-74,Male,HIS
40,4,2,5,OSTK_medSBP,253,0,2068595.105,65-74,Male,OTH
41,1,1,6,OSTK_medSBP,34277,0,6792401.836,75+,Female,NHW
42,2,1,6,OSTK_medSBP,3479,0,2253842.427,75+,Female,NHB
43,3,1,6,OSTK_medSBP,1775,0,1204107.598,75+,Female,HIS
44,4,1,6,OSTK_medSBP,1164,0,1296731.26,75+,Female,OTH
45,1,2,6,OSTK_medSBP,17482,0,7162896.482,75+,Male,NHW
46,2,2,6,OSTK_medSBP,1784,0,1914222.336,75+,Male,NHB
47,3,2,6,OSTK_medSBP,1145,0,987985.7216,75+,Male,HIS
48,4,2,6,OSTK_medSBP,761,0,1080609.383,75+,Male,OTH
1,1,1,1,OTH,99,0,4445935.747,25-34,Female,NHW
2,2,1,1,OTH,52,0,3828444.671,25-34,Female,NHB
3,3,1,1,OTH,15,0,3056580.826,25-34,Female,HIS
4,4,1,1,OTH,10,0,3674071.902,25-34,Female,OTH
5,1,2,1,OTH,122,0,4415061.193,25-34,Male,NHW
6,2,2,1,OTH,52,0,2871333.503,25-34,Male,NHB
7,3,2,1,OTH,30,0,3087455.38,25-34,Male,HIS
8,4,2,1,OTH,8,0,3457950.026,25-34,Male,OTH
9,1,1,2,OTH,230,0,4476810.301,35-44,Female,NHW
10,2,1,2,OTH,116,0,3427075.472,35-44,Female,NHB
11,3,1,2,OTH,41,0,4260688.424,35-44,Female,HIS
12,4,1,2,OTH,14,0,3056580.826,35-44,Female,OTH
13,1,2,2,OTH,256,0,3612322.795,35-44,Male,NHW
14,2,2,2,OTH,108,0,2747835.288,35-44,Male,NHB
15,3,2,2,OTH,58,0,3087455.38,35-44,Male,HIS
16,4,2,2,OTH,15,0,2840458.95,35-44,Male,OTH
17,1,1,3,OTH,504,0,4075441.102,45-54,Female,NHW
18,2,1,3,OTH,206,0,3334451.81,45-54,Female,NHB
19,3,1,3,OTH,78,0,3457950.026,45-54,Female,HIS
20,4,1,3,OTH,22,0,3396200.918,45-54,Female,OTH
21,1,2,3,OTH,627,0,3859319.225,45-54,Male,NHW
22,2,2,3,OTH,191,0,3210953.595,45-54,Male,NHB
23,3,2,3,OTH,83,0,2963957.165,45-54,Male,HIS
24,4,2,3,OTH,23,0,3550573.687,45-54,Male,OTH
25,1,1,4,OTH,1001,0,5248674.146,55-64,Female,NHW
26,2,1,4,OTH,340,0,5372172.361,55-64,Female,NHB
27,3,1,4,OTH,89,0,4939928.608,55-64,Female,HIS
28,4,1,4,OTH,48,0,4075441.102,55-64,Female,OTH
29,1,2,4,OTH,1256,0,5742667.007,55-64,Male,NHW
30,2,2,4,OTH,267,0,4723806.731,55-64,Male,NHB
31,3,2,4,OTH,108,0,4569433.962,55-64,Male,HIS
32,4,2,4,OTH,41,0,3334451.81,55-64,Male,OTH
33,1,1,5,OTH,1843,0,4939928.608,65-74,Female,NHW
34,2,1,5,OTH,355,0,3087455.38,65-74,Female,NHB
35,3,1,5,OTH,136,0,3056580.826,65-74,Female,HIS
36,4,1,5,OTH,83,0,2037720.551,65-74,Female,OTH
37,1,2,5,OTH,1797,0,5804416.114,65-74,Male,NHW
38,2,2,5,OTH,267,0,3581448.241,65-74,Male,NHB
39,3,2,5,OTH,136,0,2747835.288,65-74,Male,HIS
40,4,2,5,OTH,53,0,2068595.105,65-74,Male,OTH
41,1,1,6,OTH,14571,0,6792401.836,75+,Female,NHW
42,2,1,6,OTH,868,0,2253842.427,75+,Female,NHB
43,3,1,6,OTH,541,0,1204107.598,75+,Female,HIS
44,4,1,6,OTH,285,0,1296731.26,75+,Female,OTH
45,1,2,6,OTH,8715,0,7162896.482,75+,Male,NHW
46,2,2,6,OTH,389,0,1914222.336,75+,Male,NHB
47,3,2,6,OTH,316,0,987985.7216,75+,Male,HIS
48,4,2,6,OTH,217,0,1080609.383,75+,Male,OTH
1,1,1,1,OTH_medBMI,99,0,4445935.747,25-34,Female,NHW
2,2,1,1,OTH_medBMI,52,0,3828444.671,25-34,Female,NHB
3,3,1,1,OTH_medBMI,15,0,3056580.826,25-34,Female,HIS
4,4,1,1,OTH_medBMI,10,0,3674071.902,25-34,Female,OTH
5,1,2,1,OTH_medBMI,122,0,4415061.193,25-34,Male,NHW
6,2,2,1,OTH_medBMI,52,0,2871333.503,25-34,Male,NHB
7,3,2,1,OTH_medBMI,30,0,3087455.38,25-34,Male,HIS
8,4,2,1,OTH_medBMI,8,0,3457950.026,25-34,Male,OTH
9,1,1,2,OTH_medBMI,230,0,4476810.301,35-44,Female,NHW
10,2,1,2,OTH_medBMI,116,0,3427075.472,35-44,Female,NHB
11,3,1,2,OTH_medBMI,41,0,4260688.424,35-44,Female,HIS
12,4,1,2,OTH_medBMI,14,0,3056580.826,35-44,Female,OTH
13,1,2,2,OTH_medBMI,256,0,3612322.795,35-44,Male,NHW
14,2,2,2,OTH_medBMI,108,0,2747835.288,35-44,Male,NHB
15,3,2,2,OTH_medBMI,58,0,3087455.38,35-44,Male,HIS
16,4,2,2,OTH_medBMI,15,0,2840458.95,35-44,Male,OTH
17,1,1,3,OTH_medBMI,504,0,4075441.102,45-54,Female,NHW
18,2,1,3,OTH_medBMI,206,0,3334451.81,45-54,Female,NHB
19,3,1,3,OTH_medBMI,78,0,3457950.026,45-54,Female,HIS
20,4,1,3,OTH_medBMI,22,0,3396200.918,45-54,Female,OTH
21,1,2,3,OTH_medBMI,627,0,3859319.225,45-54,Male,NHW
22,2,2,3,OTH_medBMI,191,0,3210953.595,45-54,Male,NHB
23,3,2,3,OTH_medBMI,83,0,2963957.165,45-54,Male,HIS
24,4,2,3,OTH_medBMI,23,0,3550573.687,45-54,Male,OTH
25,1,1,4,OTH_medBMI,1001,0,5248674.146,55-64,Female,NHW
26,2,1,4,OTH_medBMI,340,0,5372172.361,55-64,Female,NHB
27,3,1,4,OTH_medBMI,89,0,4939928.608,55-64,Female,HIS
28,4,1,4,OTH_medBMI,48,0,4075441.102,55-64,Female,OTH
29,1,2,4,OTH_medBMI,1256,0,5742667.007,55-64,Male,NHW
30,2,2,4,OTH_medBMI,267,0,4723806.731,55-64,Male,NHB
31,3,2,4,OTH_medBMI,108,0,4569433.962,55-64,Male,HIS
32,4,2,4,OTH_medBMI,41,0,3334451.81,55-64,Male,OTH
33,1,1,5,OTH_medBMI,1843,0,4939928.608,65-74,Female,NHW
34,2,1,5,OTH_medBMI,355,0,3087455.38,65-74,Female,NHB
35,3,1,5,OTH_medBMI,136,0,3056580.826,65-74,Female,HIS
36,4,1,5,OTH_medBMI,83,0,2037720.551,65-74,Female,OTH
37,1,2,5,OTH_medBMI,1797,0,5804416.114,65-74,Male,NHW
38,2,2,5,OTH_medBMI,267,0,3581448.241,65-74,Male,NHB
39,3,2,5,OTH_medBMI,136,0,2747835.288,65-74,Male,HIS
40,4,2,5,OTH_medBMI,53,0,2068595.105,65-74,Male,OTH
41,1,1,6,OTH_medBMI,14571,0,6792401.836,75+,Female,NHW
42,2,1,6,OTH_medBMI,868,0,2253842.427,75+,Female,NHB
43,3,1,6,OTH_medBMI,541,0,1204107.598,75+,Female,HIS
44,4,1,6,OTH_medBMI,285,0,1296731.26,75+,Female,OTH
45,1,2,6,OTH_medBMI,8715,0,7162896.482,75+,Male,NHW
46,2,2,6,OTH_medBMI,389,0,1914222.336,75+,Male,NHB
47,3,2,6,OTH_medBMI,316,0,987985.7216,75+,Male,HIS
48,4,2,6,OTH_medBMI,217,0,1080609.383,75+,Male,OTH
1,1,1,1,OTH_medSBP,99,0,4445935.747,25-34,Female,NHW
2,2,1,1,OTH_medSBP,52,0,3828444.671,25-34,Female,NHB
3,3,1,1,OTH_medSBP,15,0,3056580.826,25-34,Female,HIS
4,4,1,1,OTH_medSBP,10,0,3674071.902,25-34,Female,OTH
5,1,2,1,OTH_medSBP,122,0,4415061.193,25-34,Male,NHW
6,2,2,1,OTH_medSBP,52,0,2871333.503,25-34,Male,NHB
7,3,2,1,OTH_medSBP,30,0,3087455.38,25-34,Male,HIS
8,4,2,1,OTH_medSBP,8,0,3457950.026,25-34,Male,OTH
9,1,1,2,OTH_medSBP,230,0,4476810.301,35-44,Female,NHW
10,2,1,2,OTH_medSBP,116,0,3427075.472,35-44,Female,NHB
11,3,1,2,OTH_medSBP,41,0,4260688.424,35-44,Female,HIS
12,4,1,2,OTH_medSBP,14,0,3056580.826,35-44,Female,OTH
13,1,2,2,OTH_medSBP,256,0,3612322.795,35-44,Male,NHW
14,2,2,2,OTH_medSBP,108,0,2747835.288,35-44,Male,NHB
15,3,2,2,OTH_medSBP,58,0,3087455.38,35-44,Male,HIS
16,4,2,2,OTH_medSBP,15,0,2840458.95,35-44,Male,OTH
17,1,1,3,OTH_medSBP,504,0,4075441.102,45-54,Female,NHW
18,2,1,3,OTH_medSBP,206,0,3334451.81,45-54,Female,NHB
19,3,1,3,OTH_medSBP,78,0,3457950.026,45-54,Female,HIS
20,4,1,3,OTH_medSBP,22,0,3396200.918,45-54,Female,OTH
21,1,2,3,OTH_medSBP,627,0,3859319.225,45-54,Male,NHW
22,2,2,3,OTH_medSBP,191,0,3210953.595,45-54,Male,NHB
23,3,2,3,OTH_medSBP,83,0,2963957.165,45-54,Male,HIS
24,4,2,3,OTH_medSBP,23,0,3550573.687,45-54,Male,OTH
25,1,1,4,OTH_medSBP,1001,0,5248674.146,55-64,Female,NHW
26,2,1,4,OTH_medSBP,340,0,5372172.361,55-64,Female,NHB
27,3,1,4,OTH_medSBP,89,0,4939928.608,55-64,Female,HIS
28,4,1,4,OTH_medSBP,48,0,4075441.102,55-64,Female,OTH
29,1,2,4,OTH_medSBP,1256,0,5742667.007,55-64,Male,NHW
30,2,2,4,OTH_medSBP,267,0,4723806.731,55-64,Male,NHB
31,3,2,4,OTH_medSBP,108,0,4569433.962,55-64,Male,HIS
32,4,2,4,OTH_medSBP,41,0,3334451.81,55-64,Male,OTH
33,1,1,5,OTH_medSBP,1843,0,4939928.608,65-74,Female,NHW
34,2,1,5,OTH_medSBP,355,0,3087455.38,65-74,Female,NHB
35,3,1,5,OTH_medSBP,136,0,3056580.826,65-74,Female,HIS
36,4,1,5,OTH_medSBP,83,0,2037720.551,65-74,Female,OTH
37,1,2,5,OTH_medSBP,1797,0,5804416.114,65-74,Male,NHW
38,2,2,5,OTH_medSBP,267,0,3581448.241,65-74,Male,NHB
39,3,2,5,OTH_medSBP,136,0,2747835.288,65-74,Male,HIS
40,4,2,5,OTH_medSBP,53,0,2068595.105,65-74,Male,OTH
41,1,1,6,OTH_medSBP,14571,0,6792401.836,75+,Female,NHW
42,2,1,6,OTH_medSBP,868,0,2253842.427,75+,Female,NHB
43,3,1,6,OTH_medSBP,541,0,1204107.598,75+,Female,HIS
44,4,1,6,OTH_medSBP,285,0,1296731.26,75+,Female,OTH
45,1,2,6,OTH_medSBP,8715,0,7162896.482,75+,Male,NHW
46,2,2,6,OTH_medSBP,389,0,1914222.336,75+,Male,NHB
47,3,2,6,OTH_medSBP,316,0,987985.7216,75+,Male,HIS
48,4,2,6,OTH_medSBP,217,0,1080609.383,75+,Male,OTH
1,1,1,1,PC,156.5,0,4445935.747,25-34,Female,NHW
2,2,1,1,PC,33,0,3828444.671,25-34,Female,NHB
3,3,1,1,PC,38.5,0,3056580.826,25-34,Female,HIS
4,4,1,1,PC,2.5,0,3674071.902,25-34,Female,OTH
5,1,2,1,PC,185.5,0,4415061.193,25-34,Male,NHW
6,2,2,1,PC,36.5,0,2871333.503,25-34,Male,NHB
7,3,2,1,PC,37,0,3087455.38,25-34,Male,HIS
8,4,2,1,PC,7,0,3457950.026,25-34,Male,OTH
9,1,1,2,PC,156.5,0,4476810.301,35-44,Female,NHW
10,2,1,2,PC,33,0,3427075.472,35-44,Female,NHB
11,3,1,2,PC,38.5,0,4260688.424,35-44,Female,HIS
12,4,1,2,PC,2.5,0,3056580.826,35-44,Female,OTH
13,1,2,2,PC,185.5,0,3612322.795,35-44,Male,NHW
14,2,2,2,PC,36.5,0,2747835.288,35-44,Male,NHB
15,3,2,2,PC,37,0,3087455.38,35-44,Male,HIS
16,4,2,2,PC,7,0,2840458.95,35-44,Male,OTH
17,1,1,3,PC,1096,0,4075441.102,45-54,Female,NHW
18,2,1,3,PC,312,0,3334451.81,45-54,Female,NHB
19,3,1,3,PC,186,0,3457950.026,45-54,Female,HIS
20,4,1,3,PC,68,0,3396200.918,45-54,Female,OTH
21,1,2,3,PC,1499,0,3859319.225,45-54,Male,NHW
22,2,2,3,PC,357,0,3210953.595,45-54,Male,NHB
23,3,2,3,PC,251,0,2963957.165,45-54,Male,HIS
24,4,2,3,PC,95,0,3550573.687,45-54,Male,OTH
25,1,1,4,PC,3291,0,5248674.146,55-64,Female,NHW
26,2,1,4,PC,799,0,5372172.361,55-64,Female,NHB
27,3,1,4,PC,346,0,4939928.608,55-64,Female,HIS
28,4,1,4,PC,146,0,4075441.102,55-64,Female,OTH
29,1,2,4,PC,4317,0,5742667.007,55-64,Male,NHW
30,2,2,4,PC,849,0,4723806.731,55-64,Male,NHB
31,3,2,4,PC,471,0,4569433.962,55-64,Male,HIS
32,4,2,4,PC,204,0,3334451.81,55-64,Male,OTH
33,1,1,5,PC,5726,0,4939928.608,65-74,Female,NHW
34,2,1,5,PC,918,0,3087455.38,65-74,Female,NHB
35,3,1,5,PC,514.5,0,3056580.826,65-74,Female,HIS
36,4,1,5,PC,298,0,2037720.551,65-74,Female,OTH
37,1,2,5,PC,6044,0,5804416.114,65-74,Male,NHW
38,2,2,5,PC,648.5,0,3581448.241,65-74,Male,NHB
39,3,2,5,PC,481.5,0,2747835.288,65-74,Male,HIS
40,4,2,5,PC,259.5,0,2068595.105,65-74,Male,OTH
41,1,1,6,PC,5726,0,6792401.836,75+,Female,NHW
42,2,1,6,PC,918,0,2253842.427,75+,Female,NHB
43,3,1,6,PC,514.5,0,1204107.598,75+,Female,HIS
44,4,1,6,PC,298,0,1296731.26,75+,Female,OTH
45,1,2,6,PC,6044,0,7162896.482,75+,Male,NHW
46,2,2,6,PC,648.5,0,1914222.336,75+,Male,NHB
47,3,2,6,PC,481.5,0,987985.7216,75+,Male,HIS
48,4,2,6,PC,259.5,0,1080609.383,75+,Male,OTH
1,1,1,1,PVD,2,0,4445935.747,25-34,Female,NHW
2,2,1,1,PVD,1,0,3828444.671,25-34,Female,NHB
3,3,1,1,PVD,1,0,3056580.826,25-34,Female,HIS
4,4,1,1,PVD,1,0,3674071.902,25-34,Female,OTH
5,1,2,1,PVD,2,0,4415061.193,25-34,Male,NHW
6,2,2,1,PVD,0,0,2871333.503,25-34,Male,NHB
7,3,2,1,PVD,0,0,3087455.38,25-34,Male,HIS
8,4,2,1,PVD,0,0,3457950.026,25-34,Male,OTH
9,1,1,2,PVD,14,0,4476810.301,35-44,Female,NHW
10,2,1,2,PVD,2,0,3427075.472,35-44,Female,NHB
11,3,1,2,PVD,0,0,4260688.424,35-44,Female,HIS
12,4,1,2,PVD,0,0,3056580.826,35-44,Female,OTH
13,1,2,2,PVD,10,0,3612322.795,35-44,Male,NHW
14,2,2,2,PVD,4,0,2747835.288,35-44,Male,NHB
15,3,2,2,PVD,5,0,3087455.38,35-44,Male,HIS
16,4,2,2,PVD,0,0,2840458.95,35-44,Male,OTH
17,1,1,3,PVD,49,0,4075441.102,45-54,Female,NHW
18,2,1,3,PVD,19,0,3334451.81,45-54,Female,NHB
19,3,1,3,PVD,4,0,3457950.026,45-54,Female,HIS
20,4,1,3,PVD,1,0,3396200.918,45-54,Female,OTH
21,1,2,3,PVD,61,0,3859319.225,45-54,Male,NHW
22,2,2,3,PVD,16,0,3210953.595,45-54,Male,NHB
23,3,2,3,PVD,5,0,2963957.165,45-54,Male,HIS
24,4,2,3,PVD,5,0,3550573.687,45-54,Male,OTH
25,1,1,4,PVD,142,0,5248674.146,55-64,Female,NHW
26,2,1,4,PVD,46,0,5372172.361,55-64,Female,NHB
27,3,1,4,PVD,11,0,4939928.608,55-64,Female,HIS
28,4,1,4,PVD,7,0,4075441.102,55-64,Female,OTH
29,1,2,4,PVD,260,0,5742667.007,55-64,Male,NHW
30,2,2,4,PVD,84,0,4723806.731,55-64,Male,NHB
31,3,2,4,PVD,22,0,4569433.962,55-64,Male,HIS
32,4,2,4,PVD,9,0,3334451.81,55-64,Male,OTH
33,1,1,5,PVD,328,0,4939928.608,65-74,Female,NHW
34,2,1,5,PVD,78,0,3087455.38,65-74,Female,NHB
35,3,1,5,PVD,31,0,3056580.826,65-74,Female,HIS
36,4,1,5,PVD,7,0,2037720.551,65-74,Female,OTH
37,1,2,5,PVD,508,0,5804416.114,65-74,Male,NHW
38,2,2,5,PVD,111,0,3581448.241,65-74,Male,NHB
39,3,2,5,PVD,33,0,2747835.288,65-74,Male,HIS
40,4,2,5,PVD,9,0,2068595.105,65-74,Male,OTH
41,1,1,6,PVD,2516,0,6792401.836,75+,Female,NHW
42,2,1,6,PVD,357,0,2253842.427,75+,Female,NHB
43,3,1,6,PVD,139,0,1204107.598,75+,Female,HIS
44,4,1,6,PVD,56,0,1296731.26,75+,Female,OTH
45,1,2,6,PVD,1607,0,7162896.482,75+,Male,NHW
46,2,2,6,PVD,218,0,1914222.336,75+,Male,NHB
47,3,2,6,PVD,89,0,987985.7216,75+,Male,HIS
48,4,2,6,PVD,29,0,1080609.383,75+,Male,OTH
1,1,1,1,PVD_medBMI,2,0,4445935.747,25-34,Female,NHW
2,2,1,1,PVD_medBMI,1,0,3828444.671,25-34,Female,NHB
3,3,1,1,PVD_medBMI,1,0,3056580.826,25-34,Female,HIS
4,4,1,1,PVD_medBMI,1,0,3674071.902,25-34,Female,OTH
5,1,2,1,PVD_medBMI,2,0,4415061.193,25-34,Male,NHW
6,2,2,1,PVD_medBMI,0,0,2871333.503,25-34,Male,NHB
7,3,2,1,PVD_medBMI,0,0,3087455.38,25-34,Male,HIS
8,4,2,1,PVD_medBMI,0,0,3457950.026,25-34,Male,OTH
9,1,1,2,PVD_medBMI,14,0,4476810.301,35-44,Female,NHW
10,2,1,2,PVD_medBMI,2,0,3427075.472,35-44,Female,NHB
11,3,1,2,PVD_medBMI,0,0,4260688.424,35-44,Female,HIS
12,4,1,2,PVD_medBMI,0,0,3056580.826,35-44,Female,OTH
13,1,2,2,PVD_medBMI,10,0,3612322.795,35-44,Male,NHW
14,2,2,2,PVD_medBMI,4,0,2747835.288,35-44,Male,NHB
15,3,2,2,PVD_medBMI,5,0,3087455.38,35-44,Male,HIS
16,4,2,2,PVD_medBMI,0,0,2840458.95,35-44,Male,OTH
17,1,1,3,PVD_medBMI,49,0,4075441.102,45-54,Female,NHW
18,2,1,3,PVD_medBMI,19,0,3334451.81,45-54,Female,NHB
19,3,1,3,PVD_medBMI,4,0,3457950.026,45-54,Female,HIS
20,4,1,3,PVD_medBMI,1,0,3396200.918,45-54,Female,OTH
21,1,2,3,PVD_medBMI,61,0,3859319.225,45-54,Male,NHW
22,2,2,3,PVD_medBMI,16,0,3210953.595,45-54,Male,NHB
23,3,2,3,PVD_medBMI,5,0,2963957.165,45-54,Male,HIS
24,4,2,3,PVD_medBMI,5,0,3550573.687,45-54,Male,OTH
25,1,1,4,PVD_medBMI,142,0,5248674.146,55-64,Female,NHW
26,2,1,4,PVD_medBMI,46,0,5372172.361,55-64,Female,NHB
27,3,1,4,PVD_medBMI,11,0,4939928.608,55-64,Female,HIS
28,4,1,4,PVD_medBMI,7,0,4075441.102,55-64,Female,OTH
29,1,2,4,PVD_medBMI,260,0,5742667.007,55-64,Male,NHW
30,2,2,4,PVD_medBMI,84,0,4723806.731,55-64,Male,NHB
31,3,2,4,PVD_medBMI,22,0,4569433.962,55-64,Male,HIS
32,4,2,4,PVD_medBMI,9,0,3334451.81,55-64,Male,OTH
33,1,1,5,PVD_medBMI,328,0,4939928.608,65-74,Female,NHW
34,2,1,5,PVD_medBMI,78,0,3087455.38,65-74,Female,NHB
35,3,1,5,PVD_medBMI,31,0,3056580.826,65-74,Female,HIS
36,4,1,5,PVD_medBMI,7,0,2037720.551,65-74,Female,OTH
37,1,2,5,PVD_medBMI,508,0,5804416.114,65-74,Male,NHW
38,2,2,5,PVD_medBMI,111,0,3581448.241,65-74,Male,NHB
39,3,2,5,PVD_medBMI,33,0,2747835.288,65-74,Male,HIS
40,4,2,5,PVD_medBMI,9,0,2068595.105,65-74,Male,OTH
41,1,1,6,PVD_medBMI,2516,0,6792401.836,75+,Female,NHW
42,2,1,6,PVD_medBMI,357,0,2253842.427,75+,Female,NHB
43,3,1,6,PVD_medBMI,139,0,1204107.598,75+,Female,HIS
44,4,1,6,PVD_medBMI,56,0,1296731.26,75+,Female,OTH
45,1,2,6,PVD_medBMI,1607,0,7162896.482,75+,Male,NHW
46,2,2,6,PVD_medBMI,218,0,1914222.336,75+,Male,NHB
47,3,2,6,PVD_medBMI,89,0,987985.7216,75+,Male,HIS
48,4,2,6,PVD_medBMI,29,0,1080609.383,75+,Male,OTH
1,1,1,1,PVD_medSBP,2,0,4445935.747,25-34,Female,NHW
2,2,1,1,PVD_medSBP,1,0,3828444.671,25-34,Female,NHB
3,3,1,1,PVD_medSBP,1,0,3056580.826,25-34,Female,HIS
4,4,1,1,PVD_medSBP,1,0,3674071.902,25-34,Female,OTH
5,1,2,1,PVD_medSBP,2,0,4415061.193,25-34,Male,NHW
6,2,2,1,PVD_medSBP,0,0,2871333.503,25-34,Male,NHB
7,3,2,1,PVD_medSBP,0,0,3087455.38,25-34,Male,HIS
8,4,2,1,PVD_medSBP,0,0,3457950.026,25-34,Male,OTH
9,1,1,2,PVD_medSBP,14,0,4476810.301,35-44,Female,NHW
10,2,1,2,PVD_medSBP,2,0,3427075.472,35-44,Female,NHB
11,3,1,2,PVD_medSBP,0,0,4260688.424,35-44,Female,HIS
12,4,1,2,PVD_medSBP,0,0,3056580.826,35-44,Female,OTH
13,1,2,2,PVD_medSBP,10,0,3612322.795,35-44,Male,NHW
14,2,2,2,PVD_medSBP,4,0,2747835.288,35-44,Male,NHB
15,3,2,2,PVD_medSBP,5,0,3087455.38,35-44,Male,HIS
16,4,2,2,PVD_medSBP,0,0,2840458.95,35-44,Male,OTH
17,1,1,3,PVD_medSBP,49,0,4075441.102,45-54,Female,NHW
18,2,1,3,PVD_medSBP,19,0,3334451.81,45-54,Female,NHB
19,3,1,3,PVD_medSBP,4,0,3457950.026,45-54,Female,HIS
20,4,1,3,PVD_medSBP,1,0,3396200.918,45-54,Female,OTH
21,1,2,3,PVD_medSBP,61,0,3859319.225,45-54,Male,NHW
22,2,2,3,PVD_medSBP,16,0,3210953.595,45-54,Male,NHB
23,3,2,3,PVD_medSBP,5,0,2963957.165,45-54,Male,HIS
24,4,2,3,PVD_medSBP,5,0,3550573.687,45-54,Male,OTH
25,1,1,4,PVD_medSBP,142,0,5248674.146,55-64,Female,NHW
26,2,1,4,PVD_medSBP,46,0,5372172.361,55-64,Female,NHB
27,3,1,4,PVD_medSBP,11,0,4939928.608,55-64,Female,HIS
28,4,1,4,PVD_medSBP,7,0,4075441.102,55-64,Female,OTH
29,1,2,4,PVD_medSBP,260,0,5742667.007,55-64,Male,NHW
30,2,2,4,PVD_medSBP,84,0,4723806.731,55-64,Male,NHB
31,3,2,4,PVD_medSBP,22,0,4569433.962,55-64,Male,HIS
32,4,2,4,PVD_medSBP,9,0,3334451.81,55-64,Male,OTH
33,1,1,5,PVD_medSBP,328,0,4939928.608,65-74,Female,NHW
34,2,1,5,PVD_medSBP,78,0,3087455.38,65-74,Female,NHB
35,3,1,5,PVD_medSBP,31,0,3056580.826,65-74,Female,HIS
36,4,1,5,PVD_medSBP,7,0,2037720.551,65-74,Female,OTH
37,1,2,5,PVD_medSBP,508,0,5804416.114,65-74,Male,NHW
