subgroup,diseases,count,Grp,population,crude_rate,crude_SE
27,OTH_medBMI,78,55-64y F HIS,5303188.496,1.471,0
28,OTH_medBMI,89,55-64y F OTH,4375130.509,2.034,0
29,OTH_medBMI,136,55-64y M NHW,6164956.627,2.206,0
30,OTH_medBMI,541,55-64y M NHB,5071173.999,10.668,0
31,OTH_medBMI,30,55-64y M HIS,4905449.359,0.612,0
32,OTH_medBMI,58,55-64y M OTH,3579652.235,1.62,0
33,OTH_medBMI,83,65-74y F NHW,5303188.496,1.565,0
34,OTH_medBMI,108,65-74y F NHB,3314492.81,3.258,0
35,OTH_medBMI,136,65-74y F HIS,3281347.882,4.145,0
36,OTH_medBMI,316,65-74y F OTH,2187565.255,14.445,0
37,OTH_medBMI,10,65-74y M NHW,6231246.483,0.16,0
38,OTH_medBMI,14,65-74y M NHB,3844811.66,0.364,0
39,OTH_medBMI,22,65-74y M HIS,2949898.601,0.746,0
40,OTH_medBMI,48,65-74y M OTH,2220710.183,2.161,0
41,OTH_medBMI,83,75y+ F NHW,7291884.182,1.138,0
42,OTH_medBMI,285,75y+ F NHB,2419579.751,11.779,0
43,OTH_medBMI,8,75y+ F HIS,1292652.196,0.619,0
44,OTH_medBMI,15,75y+ F OTH,1392086.98,1.078,0
45,OTH_medBMI,23,75y+ M NHW,7689623.319,0.299,0
46,OTH_medBMI,41,75y+ M NHB,2054985.542,1.995,0
47,OTH_medBMI,53,75y+ M HIS,1060637.699,4.997,0
48,OTH_medBMI,217,75y+ M OTH,1160072.484,18.706,0
1,OTH_medSBP,99,25-34y F NHW,4772869.646,2.074,0
2,OTH_medSBP,230,25-34y F NHB,4109971.084,5.596,0
3,OTH_medSBP,504,25-34y F HIS,3281347.882,15.36,0
4,OTH_medSBP,1001,25-34y F OTH,3944246.444,25.379,0
5,OTH_medSBP,1843,25-34y M NHW,4739724.718,38.884,0
6,OTH_medSBP,14571,25-34y M NHB,3082478.313,472.704,0
7,OTH_medSBP,122,25-34y M HIS,3314492.81,3.681,0
8,OTH_medSBP,256,25-34y M OTH,3712231.947,6.896,0
9,OTH_medSBP,627,35-44y F NHW,4806014.575,13.046,0
10,OTH_medSBP,1256,35-44y F NHB,3679087.019,34.139,0
11,OTH_medSBP,1797,35-44y F HIS,4574000.078,39.287,0
12,OTH_medSBP,8715,35-44y F OTH,3281347.882,265.592,0
13,OTH_medSBP,52,35-44y M NHW,3877956.588,1.341,0
14,OTH_medSBP,116,35-44y M NHB,2949898.601,3.932,0
15,OTH_medSBP,206,35-44y M HIS,3314492.81,6.215,0
16,OTH_medSBP,340,35-44y M OTH,3049333.385,11.15,0
17,OTH_medSBP,355,45-54y F NHW,4375130.509,8.114,0
18,OTH_medSBP,868,45-54y F NHB,3579652.235,24.248,0
19,OTH_medSBP,52,45-54y F HIS,3712231.947,1.401,0
20,OTH_medSBP,108,45-54y F OTH,3645942.091,2.962,0
21,OTH_medSBP,191,45-54y M NHW,4143116.013,4.61,0
22,OTH_medSBP,267,45-54y M NHB,3447072.522,7.746,0
23,OTH_medSBP,267,45-54y M HIS,3181913.098,8.391,0
24,OTH_medSBP,389,45-54y M OTH,3811666.732,10.206,0
25,OTH_medSBP,15,55-64y F NHW,5634637.777,0.266,0
26,OTH_medSBP,41,55-64y F NHB,5767217.489,0.711,0
27,OTH_medSBP,78,55-64y F HIS,5303188.496,1.471,0
28,OTH_medSBP,89,55-64y F OTH,4375130.509,2.034,0
29,OTH_medSBP,136,55-64y M NHW,6164956.627,2.206,0
30,OTH_medSBP,541,55-64y M NHB,5071173.999,10.668,0
31,OTH_medSBP,30,55-64y M HIS,4905449.359,0.612,0
32,OTH_medSBP,58,55-64y M OTH,3579652.235,1.62,0
33,OTH_medSBP,83,65-74y F NHW,5303188.496,1.565,0
34,OTH_medSBP,108,65-74y F NHB,3314492.81,3.258,0
35,OTH_medSBP,136,65-74y F HIS,3281347.882,4.145,0
36,OTH_medSBP,316,65-74y F OTH,2187565.255,14.445,0
37,OTH_medSBP,10,65-74y M NHW,6231246.483,0.16,0
38,OTH_medSBP,14,65-74y M NHB,3844811.66,0.364,0
39,OTH_medSBP,22,65-74y M HIS,2949898.601,0.746,0
40,OTH_medSBP,48,65-74y M OTH,2220710.183,2.161,0
41,OTH_medSBP,83,75y+ F NHW,7291884.182,1.138,0
42,OTH_medSBP,285,75y+ F NHB,2419579.751,11.779,0
43,OTH_medSBP,8,75y+ F HIS,1292652.196,0.619,0
44,OTH_medSBP,15,75y+ F OTH,1392086.98,1.078,0
45,OTH_medSBP,23,75y+ M NHW,7689623.319,0.299,0
46,OTH_medSBP,41,75y+ M NHB,2054985.542,1.995,0
47,OTH_medSBP,53,75y+ M HIS,1060637.699,4.997,0
48,OTH_medSBP,217,75y+ M OTH,1160072.484,18.706,0
1,PC,15,25-34 years Female Non-Hispanic White,4772869.646,0.314,0
2,PC,10,25-34 years Female Non-Hispanic Black,4109971.084,0.243,0
3,PC,17,25-34 years Female Hispanic (All Races),3281347.882,0.518,0
4,PC,4,25-34 years Female OTHER,3944246.444,0.101,0
5,PC,15,25-34 years Male Non-Hispanic White,4739724.718,0.316,0
6,PC,1,25-34 years Male Non-Hispanic Black,3082478.313,0.032,0
7,PC,9,25-34 years Male Hispanic (All Races),3314492.81,0.272,0
8,PC,1,25-34 years Male OTHER,3712231.947,0.027,0
9,PC,59,35-44 years Female Non-Hispanic White,4806014.575,1.228,0
10,PC,20,35-44 years Female Non-Hispanic Black,3679087.019,0.544,0
11,PC,32,35-44 years Female Hispanic (All Races),4574000.078,0.7,0
12,PC,13,35-44 years Female OTHER,3281347.882,0.396,0
13,PC,67,35-44 years Male Non-Hispanic White,3877956.588,1.728,0
14,PC,12,35-44 years Male Non-Hispanic Black,2949898.601,0.407,0
15,PC,28,35-44 years Male Hispanic (All Races),3314492.81,0.845,0
16,PC,9,35-44 years Male OTHER,3049333.385,0.295,0
17,PC,200,45-54 years Female Non-Hispanic White,4375130.509,4.571,0
18,PC,62,45-54 years Female Non-Hispanic Black,3579652.235,1.732,0
19,PC,82,45-54 years Female Hispanic (All Races),3712231.947,2.209,0
20,PC,62,45-54 years Female OTHER,3645942.091,1.701,0
21,PC,326,45-54 years Male Non-Hispanic White,4143116.013,7.868,0
22,PC,66,45-54 years Male Non-Hispanic Black,3447072.522,1.915,0
23,PC,103,45-54 years Male Hispanic (All Races),3181913.098,3.237,0
24,PC,55,45-54 years Male OTHER,3811666.732,1.443,0
25,PC,713,55-64 years Female Non-Hispanic White,5634637.777,12.654,0
26,PC,212,55-64 years Female Non-Hispanic Black,5767217.489,3.676,0
27,PC,178,55-64 years Female Hispanic (All Races),5303188.496,3.356,0
28,PC,115,55-64 years Female OTHER,4375130.509,2.628,0
29,PC,1096,55-64 years Male Non-Hispanic White,6164956.627,17.778,0
30,PC,221,55-64 years Male Non-Hispanic Black,5071173.999,4.358,0
31,PC,241,55-64 years Male Hispanic (All Races),4905449.359,4.913,0
32,PC,137,55-64 years Male OTHER,3579652.235,3.827,0
33,PC,1297,65-74 years Female Non-Hispanic White,5303188.496,24.457,0
34,PC,254,65-74 years Female Non-Hispanic Black,3314492.81,7.663,0
35,PC,246,65-74 years Female Hispanic (All Races),3281347.882,7.497,0
36,PC,180,65-74 years Female OTHER,2187565.255,8.228,0
37,PC,1609,65-74 years Male Non-Hispanic White,6231246.483,25.821,0
38,PC,247,65-74 years Male Non-Hispanic Black,3844811.66,6.424,0
39,PC,228,65-74 years Male Hispanic (All Races),2949898.601,7.729,0
40,PC,206,65-74 years Male OTHER,2220710.183,9.276,0
41,PC,4114,75+ years Female Non-Hispanic White,7291884.182,56.419,0
42,PC,810,75+ years Female Non-Hispanic Black,2419579.751,33.477,0
43,PC,874,75+ years Female Hispanic (All Races),1292652.196,67.613,0
44,PC,656,75+ years Female OTHER,1392086.98,47.123,0
45,PC,4783,75+ years Male Non-Hispanic White,7689623.319,62.201,0
46,PC,718,75+ years Male Non-Hispanic Black,2054985.542,34.939,0
47,PC,836,75+ years Male Hispanic (All Races),1060637.699,78.821,0
48,PC,604,75+ years Male OTHER,1160072.484,52.066,0
1,PVD,2,25-34y F NHW,4772869.646,0.042,0
2,PVD,14,25-34y F NHB,4109971.084,0.341,0
3,PVD,49,25-34y F HIS,3281347.882,1.493,0
4,PVD,142,25-34y F OTH,3944246.444,3.6,0
5,PVD,328,25-34y M NHW,4739724.718,6.92,0
6,PVD,2516,25-34y M NHB,3082478.313,81.623,0
7,PVD,2,25-34y M HIS,3314492.81,0.06,0
8,PVD,10,25-34y M OTH,3712231.947,0.269,0
9,PVD,61,35-44y F NHW,4806014.575,1.269,0
10,PVD,260,35-44y F NHB,3679087.019,7.067,0
11,PVD,508,35-44y F HIS,4574000.078,11.106,0
12,PVD,1607,35-44y F OTH,3281347.882,48.974,0
13,PVD,1,35-44y M NHW,3877956.588,0.026,0
14,PVD,2,35-44y M NHB,2949898.601,0.068,0
15,PVD,19,35-44y M HIS,3314492.81,0.573,0
16,PVD,46,35-44y M OTH,3049333.385,1.509,0
17,PVD,78,45-54y F NHW,4375130.509,1.783,0
18,PVD,357,45-54y F NHB,3579652.235,9.973,0
19,PVD,0,45-54y F HIS,3712231.947,0,0
20,PVD,4,45-54y F OTH,3645942.091,0.11,0
21,PVD,16,45-54y M NHW,4143116.013,0.386,0
22,PVD,84,45-54y M NHB,3447072.522,2.437,0
23,PVD,111,45-54y M HIS,3181913.098,3.488,0
24,PVD,218,45-54y M OTH,3811666.732,5.719,0
25,PVD,1,55-64y F NHW,5634637.777,0.018,0
26,PVD,0,55-64y F NHB,5767217.489,0,0
27,PVD,4,55-64y F HIS,5303188.496,0.075,0
28,PVD,11,55-64y F OTH,4375130.509,0.251,0
29,PVD,31,55-64y M NHW,6164956.627,0.503,0
30,PVD,139,55-64y M NHB,5071173.999,2.741,0
31,PVD,0,55-64y M HIS,4905449.359,0,0
32,PVD,5,55-64y M OTH,3579652.235,0.14,0
33,PVD,5,65-74y F NHW,5303188.496,0.094,0
34,PVD,22,65-74y F NHB,3314492.81,0.664,0
35,PVD,33,65-74y F HIS,3281347.882,1.006,0
36,PVD,89,65-74y F OTH,2187565.255,4.068,0
37,PVD,1,65-74y M NHW,6231246.483,0.016,0
38,PVD,0,65-74y M NHB,3844811.66,0,0
39,PVD,1,65-74y M HIS,2949898.601,0.034,0
40,PVD,7,65-74y M OTH,2220710.183,0.315,0
41,PVD,7,75y+ F NHW,7291884.182,0.096,0
42,PVD,56,75y+ F NHB,2419579.751,2.314,0
43,PVD,0,75y+ F HIS,1292652.196,0,0
44,PVD,0,75y+ F OTH,1392086.98,0,0
45,PVD,5,75y+ M NHW,7689623.319,0.065,0
46,PVD,9,75y+ M NHB,2054985.542,0.438,0
47,PVD,9,75y+ M HIS,1060637.699,0.849,0
48,PVD,29,75y+ M OTH,1160072.484,2.5,0
1,PVD_medBMI,2,25-34y F NHW,4772869.646,0.042,0
2,PVD_medBMI,14,25-34y F NHB,4109971.084,0.341,0
3,PVD_medBMI,49,25-34y F HIS,3281347.882,1.493,0
4,PVD_medBMI,142,25-34y F OTH,3944246.444,3.6,0
5,PVD_medBMI,328,25-34y M NHW,4739724.718,6.92,0
6,PVD_medBMI,2516,25-34y M NHB,3082478.313,81.623,0
7,PVD_medBMI,2,25-34y M HIS,3314492.81,0.06,0
8,PVD_medBMI,10,25-34y M OTH,3712231.947,0.269,0
9,PVD_medBMI,61,35-44y F NHW,4806014.575,1.269,0
10,PVD_medBMI,260,35-44y F NHB,3679087.019,7.067,0
11,PVD_medBMI,508,35-44y F HIS,4574000.078,11.106,0
12,PVD_medBMI,1607,35-44y F OTH,3281347.882,48.974,0
13,PVD_medBMI,1,35-44y M NHW,3877956.588,0.026,0
14,PVD_medBMI,2,35-44y M NHB,2949898.601,0.068,0
15,PVD_medBMI,19,35-44y M HIS,3314492.81,0.573,0
16,PVD_medBMI,46,35-44y M OTH,3049333.385,1.509,0
17,PVD_medBMI,78,45-54y F NHW,4375130.509,1.783,0
18,PVD_medBMI,357,45-54y F NHB,3579652.235,9.973,0
19,PVD_medBMI,0,45-54y F HIS,3712231.947,0,0
20,PVD_medBMI,4,45-54y F OTH,3645942.091,0.11,0
21,PVD_medBMI,16,45-54y M NHW,4143116.013,0.386,0
22,PVD_medBMI,84,45-54y M NHB,3447072.522,2.437,0
23,PVD_medBMI,111,45-54y M HIS,3181913.098,3.488,0
24,PVD_medBMI,218,45-54y M OTH,3811666.732,5.719,0
25,PVD_medBMI,1,55-64y F NHW,5634637.777,0.018,0
26,PVD_medBMI,0,55-64y F NHB,5767217.489,0,0
27,PVD_medBMI,4,55-64y F HIS,5303188.496,0.075,0
28,PVD_medBMI,11,55-64y F OTH,4375130.509,0.251,0
29,PVD_medBMI,31,55-64y M NHW,6164956.627,0.503,0
30,PVD_medBMI,139,55-64y M NHB,5071173.999,2.741,0
31,PVD_medBMI,0,55-64y M HIS,4905449.359,0,0
32,PVD_medBMI,5,55-64y M OTH,3579652.235,0.14,0
33,PVD_medBMI,5,65-74y F NHW,5303188.496,0.094,0
34,PVD_medBMI,22,65-74y F NHB,3314492.81,0.664,0
35,PVD_medBMI,33,65-74y F HIS,3281347.882,1.006,0
36,PVD_medBMI,89,65-74y F OTH,2187565.255,4.068,0
37,PVD_medBMI,1,65-74y M NHW,6231246.483,0.016,0
38,PVD_medBMI,0,65-74y M NHB,3844811.66,0,0
39,PVD_medBMI,1,65-74y M HIS,2949898.601,0.034,0
40,PVD_medBMI,7,65-74y M OTH,2220710.183,0.315,0
41,PVD_medBMI,7,75y+ F NHW,7291884.182,0.096,0
42,PVD_medBMI,56,75y+ F NHB,2419579.751,2.314,0
43,PVD_medBMI,0,75y+ F HIS,1292652.196,0,0
44,PVD_medBMI,0,75y+ F OTH,1392086.98,0,0
45,PVD_medBMI,5,75y+ M NHW,7689623.319,0.065,0
46,PVD_medBMI,9,75y+ M NHB,2054985.542,0.438,0
47,PVD_medBMI,9,75y+ M HIS,1060637.699,0.849,0
48,PVD_medBMI,29,75y+ M OTH,1160072.484,2.5,0
1,PVD_medSBP,2,25-34y F NHW,4772869.646,0.042,0
2,PVD_medSBP,14,25-34y F NHB,4109971.084,0.341,0
3,PVD_medSBP,49,25-34y F HIS,3281347.882,1.493,0
4,PVD_medSBP,142,25-34y F OTH,3944246.444,3.6,0
5,PVD_medSBP,328,25-34y M NHW,4739724.718,6.92,0
6,PVD_medSBP,2516,25-34y M NHB,3082478.313,81.623,0
7,PVD_medSBP,2,25-34y M HIS,3314492.81,0.06,0
8,PVD_medSBP,10,25-34y M OTH,3712231.947,0.269,0
9,PVD_medSBP,61,35-44y F NHW,4806014.575,1.269,0
10,PVD_medSBP,260,35-44y F NHB,3679087.019,7.067,0
11,PVD_medSBP,508,35-44y F HIS,4574000.078,11.106,0
12,PVD_medSBP,1607,35-44y F OTH,3281347.882,48.974,0
13,PVD_medSBP,1,35-44y M NHW,3877956.588,0.026,0
14,PVD_medSBP,2,35-44y M NHB,2949898.601,0.068,0
15,PVD_medSBP,19,35-44y M HIS,3314492.81,0.573,0
16,PVD_medSBP,46,35-44y M OTH,3049333.385,1.509,0
17,PVD_medSBP,78,45-54y F NHW,4375130.509,1.783,0
18,PVD_medSBP,357,45-54y F NHB,3579652.235,9.973,0
19,PVD_medSBP,0,45-54y F HIS,3712231.947,0,0
20,PVD_medSBP,4,45-54y F OTH,3645942.091,0.11,0
21,PVD_medSBP,16,45-54y M NHW,4143116.013,0.386,0
22,PVD_medSBP,84,45-54y M NHB,3447072.522,2.437,0
23,PVD_medSBP,111,45-54y M HIS,3181913.098,3.488,0
24,PVD_medSBP,218,45-54y M OTH,3811666.732,5.719,0
25,PVD_medSBP,1,55-64y F NHW,5634637.777,0.018,0
26,PVD_medSBP,0,55-64y F NHB,5767217.489,0,0
27,PVD_medSBP,4,55-64y F HIS,5303188.496,0.075,0
28,PVD_medSBP,11,55-64y F OTH,4375130.509,0.251,0
29,PVD_medSBP,31,55-64y M NHW,6164956.627,0.503,0
30,PVD_medSBP,139,55-64y M NHB,5071173.999,2.741,0
31,PVD_medSBP,0,55-64y M HIS,4905449.359,0,0
32,PVD_medSBP,5,55-64y M OTH,3579652.235,0.14,0
33,PVD_medSBP,5,65-74y F NHW,5303188.496,0.094,0
34,PVD_medSBP,22,65-74y F NHB,3314492.81,0.664,0
35,PVD_medSBP,33,65-74y F HIS,3281347.882,1.006,0
36,PVD_medSBP,89,65-74y F OTH,2187565.255,4.068,0
37,PVD_medSBP,1,65-74y M NHW,6231246.483,0.016,0
38,PVD_medSBP,0,65-74y M NHB,3844811.66,0,0
39,PVD_medSBP,1,65-74y M HIS,2949898.601,0.034,0
40,PVD_medSBP,7,65-74y M OTH,2220710.183,0.315,0
41,PVD_medSBP,7,75y+ F NHW,7291884.182,0.096,0
42,PVD_medSBP,56,75y+ F NHB,2419579.751,2.314,0
43,PVD_medSBP,0,75y+ F HIS,1292652.196,0,0
44,PVD_medSBP,0,75y+ F OTH,1392086.98,0,0
45,PVD_medSBP,5,75y+ M NHW,7689623.319,0.065,0
46,PVD_medSBP,9,75y+ M NHB,2054985.542,0.438,0
47,PVD_medSBP,9,75y+ M HIS,1060637.699,0.849,0
48,PVD_medSBP,29,75y+ M OTH,1160072.484,2.5,0
1,RHD,10,25-34y F NHW,4772869.646,0.21,0
2,RHD,14,25-34y F NHB,4109971.084,0.341,0
3,RHD,37,25-34y F HIS,3281347.882,1.128,0
4,RHD,130,25-34y F OTH,3944246.444,3.296,0
5,RHD,269,25-34y M NHW,4739724.718,5.675,0
6,RHD,1240,25-34y M NHB,3082478.313,40.227,0
7,RHD,8,25-34y M HIS,3314492.81,0.241,0
8,RHD,17,25-34y M OTH,3712231.947,0.458,0
9,RHD,41,35-44y F NHW,4806014.575,0.853,0
10,RHD,87,35-44y F NHB,3679087.019,2.365,0
11,RHD,149,35-44y F HIS,4574000.078,3.258,0
12,RHD,539,35-44y F OTH,3281347.882,16.426,0
13,RHD,7,35-44y M NHW,3877956.588,0.181,0
14,RHD,8,35-44y M NHB,2949898.601,0.271,0
15,RHD,21,35-44y M HIS,3314492.81,0.634,0
16,RHD,31,35-44y M OTH,3049333.385,1.017,0
17,RHD,39,45-54y F NHW,4375130.509,0.891,0
18,RHD,62,45-54y F NHB,3579652.235,1.732,0
19,RHD,2,45-54y F HIS,3712231.947,0.054,0
20,RHD,8,45-54y F OTH,3645942.091,0.219,0
21,RHD,16,45-54y M NHW,4143116.013,0.386,0
22,RHD,9,45-54y M NHB,3447072.522,0.261,0
23,RHD,20,45-54y M HIS,3181913.098,0.629,0
24,RHD,11,45-54y M OTH,3811666.732,0.289,0
25,RHD,1,55-64y F NHW,5634637.777,0.018,0
26,RHD,2,55-64y F NHB,5767217.489,0.035,0
27,RHD,7,55-64y F HIS,5303188.496,0.132,0
28,RHD,15,55-64y F OTH,4375130.509,0.343,0
29,RHD,33,55-64y M NHW,6164956.627,0.535,0
30,RHD,60,55-64y M NHB,5071173.999,1.183,0
31,RHD,4,55-64y M HIS,4905449.359,0.082,0
32,RHD,4,55-64y M OTH,3579652.235,0.112,0
33,RHD,8,65-74y F NHW,5303188.496,0.151,0
34,RHD,16,65-74y F NHB,3314492.81,0.483,0
35,RHD,5,65-74y F HIS,3281347.882,0.152,0
36,RHD,12,65-74y F OTH,2187565.255,0.549,0
37,RHD,5,65-74y M NHW,6231246.483,0.08,0
38,RHD,2,65-74y M NHB,3844811.66,0.052,0
39,RHD,3,65-74y M HIS,2949898.601,0.102,0
40,RHD,18,65-74y M OTH,2220710.183,0.811,0
41,RHD,17,75y+ F NHW,7291884.182,0.233,0
42,RHD,33,75y+ F NHB,2419579.751,1.364,0
43,RHD,2,75y+ F HIS,1292652.196,0.155,0
44,RHD,2,75y+ F OTH,1392086.98,0.144,0
45,RHD,7,75y+ M NHW,7689623.319,0.091,0
46,RHD,7,75y+ M NHB,2054985.542,0.341,0
47,RHD,17,75y+ M HIS,1060637.699,1.603,0
48,RHD,16,75y+ M OTH,1160072.484,1.379,0
1,RHD_medBMI,10,25-34y F NHW,4772869.646,0.21,0
2,RHD_medBMI,14,25-34y F NHB,4109971.084,0.341,0
3,RHD_medBMI,37,25-34y F HIS,3281347.882,1.128,0
4,RHD_medBMI,130,25-34y F OTH,3944246.444,3.296,0
5,RHD_medBMI,269,25-34y M NHW,4739724.718,5.675,0
6,RHD_medBMI,1240,25-34y M NHB,3082478.313,40.227,0
7,RHD_medBMI,8,25-34y M HIS,3314492.81,0.241,0
8,RHD_medBMI,17,25-34y M OTH,3712231.947,0.458,0
9,RHD_medBMI,41,35-44y F NHW,4806014.575,0.853,0
10,RHD_medBMI,87,35-44y F NHB,3679087.019,2.365,0
11,RHD_medBMI,149,35-44y F HIS,4574000.078,3.258,0
12,RHD_medBMI,539,35-44y F OTH,3281347.882,16.426,0
13,RHD_medBMI,7,35-44y M NHW,3877956.588,0.181,0
14,RHD_medBMI,8,35-44y M NHB,2949898.601,0.271,0
15,RHD_medBMI,21,35-44y M HIS,3314492.81,0.634,0
16,RHD_medBMI,31,35-44y M OTH,3049333.385,1.017,0
17,RHD_medBMI,39,45-54y F NHW,4375130.509,0.891,0
18,RHD_medBMI,62,45-54y F NHB,3579652.235,1.732,0
19,RHD_medBMI,2,45-54y F HIS,3712231.947,0.054,0
20,RHD_medBMI,8,45-54y F OTH,3645942.091,0.219,0
21,RHD_medBMI,16,45-54y M NHW,4143116.013,0.386,0
22,RHD_medBMI,9,45-54y M NHB,3447072.522,0.261,0
23,RHD_medBMI,20,45-54y M HIS,3181913.098,0.629,0
24,RHD_medBMI,11,45-54y M OTH,3811666.732,0.289,0
25,RHD_medBMI,1,55-64y F NHW,5634637.777,0.018,0
26,RHD_medBMI,2,55-64y F NHB,5767217.489,0.035,0
27,RHD_medBMI,7,55-64y F HIS,5303188.496,0.132,0
28,RHD_medBMI,15,55-64y F OTH,4375130.509,0.343,0
29,RHD_medBMI,33,55-64y M NHW,6164956.627,0.535,0
30,RHD_medBMI,60,55-64y M NHB,5071173.999,1.183,0
31,RHD_medBMI,4,55-64y M HIS,4905449.359,0.082,0
32,RHD_medBMI,4,55-64y M OTH,3579652.235,0.112,0
33,RHD_medBMI,8,65-74y F NHW,5303188.496,0.151,0
34,RHD_medBMI,16,65-74y F NHB,3314492.81,0.483,0
35,RHD_medBMI,5,65-74y F HIS,3281347.882,0.152,0
36,RHD_medBMI,12,65-74y F OTH,2187565.255,0.549,0
37,RHD_medBMI,5,65-74y M NHW,6231246.483,0.08,0
38,RHD_medBMI,2,65-74y M NHB,3844811.66,0.052,0
39,RHD_medBMI,3,65-74y M HIS,2949898.601,0.102,0
40,RHD_medBMI,18,65-74y M OTH,2220710.183,0.811,0
41,RHD_medBMI,17,75y+ F NHW,7291884.182,0.233,0
42,RHD_medBMI,33,75y+ F NHB,2419579.751,1.364,0
43,RHD_medBMI,2,75y+ F HIS,1292652.196,0.155,0
44,RHD_medBMI,2,75y+ F OTH,1392086.98,0.144,0
45,RHD_medBMI,7,75y+ M NHW,7689623.319,0.091,0
46,RHD_medBMI,7,75y+ M NHB,2054985.542,0.341,0
47,RHD_medBMI,17,75y+ M HIS,1060637.699,1.603,0
48,RHD_medBMI,16,75y+ M OTH,1160072.484,1.379,0
1,RHD_medSBP,10,25-34y F NHW,4772869.646,0.21,0
2,RHD_medSBP,14,25-34y F NHB,4109971.084,0.341,0
3,RHD_medSBP,37,25-34y F HIS,3281347.882,1.128,0
4,RHD_medSBP,130,25-34y F OTH,3944246.444,3.296,0
5,RHD_medSBP,269,25-34y M NHW,4739724.718,5.675,0
6,RHD_medSBP,1240,25-34y M NHB,3082478.313,40.227,0
7,RHD_medSBP,8,25-34y M HIS,3314492.81,0.241,0
8,RHD_medSBP,17,25-34y M OTH,3712231.947,0.458,0
9,RHD_medSBP,41,35-44y F NHW,4806014.575,0.853,0
10,RHD_medSBP,87,35-44y F NHB,3679087.019,2.365,0
11,RHD_medSBP,149,35-44y F HIS,4574000.078,3.258,0
12,RHD_medSBP,539,35-44y F OTH,3281347.882,16.426,0
13,RHD_medSBP,7,35-44y M NHW,3877956.588,0.181,0
14,RHD_medSBP,8,35-44y M NHB,2949898.601,0.271,0
15,RHD_medSBP,21,35-44y M HIS,3314492.81,0.634,0
16,RHD_medSBP,31,35-44y M OTH,3049333.385,1.017,0
17,RHD_medSBP,39,45-54y F NHW,4375130.509,0.891,0
18,RHD_medSBP,62,45-54y F NHB,3579652.235,1.732,0
19,RHD_medSBP,2,45-54y F HIS,3712231.947,0.054,0
20,RHD_medSBP,8,45-54y F OTH,3645942.091,0.219,0
21,RHD_medSBP,16,45-54y M NHW,4143116.013,0.386,0
22,RHD_medSBP,9,45-54y M NHB,3447072.522,0.261,0
23,RHD_medSBP,20,45-54y M HIS,3181913.098,0.629,0
24,RHD_medSBP,11,45-54y M OTH,3811666.732,0.289,0
25,RHD_medSBP,1,55-64y F NHW,5634637.777,0.018,0
26,RHD_medSBP,2,55-64y F NHB,5767217.489,0.035,0
27,RHD_medSBP,7,55-64y F HIS,5303188.496,0.132,0
28,RHD_medSBP,15,55-64y F OTH,4375130.509,0.343,0
29,RHD_medSBP,33,55-64y M NHW,6164956.627,0.535,0
30,RHD_medSBP,60,55-64y M NHB,5071173.999,1.183,0
31,RHD_medSBP,4,55-64y M HIS,4905449.359,0.082,0
32,RHD_medSBP,4,55-64y M OTH,3579652.235,0.112,0
33,RHD_medSBP,8,65-74y F NHW,5303188.496,0.151,0
34,RHD_medSBP,16,65-74y F NHB,3314492.81,0.483,0
35,RHD_medSBP,5,65-74y F HIS,3281347.882,0.152,0
36,RHD_medSBP,12,65-74y F OTH,2187565.255,0.549,0
37,RHD_medSBP,5,65-74y M NHW,6231246.483,0.08,0
38,RHD_medSBP,2,65-74y M NHB,3844811.66,0.052,0
39,RHD_medSBP,3,65-74y M HIS,2949898.601,0.102,0
40,RHD_medSBP,18,65-74y M OTH,2220710.183,0.811,0
41,RHD_medSBP,17,75y+ F NHW,7291884.182,0.233,0
42,RHD_medSBP,33,75y+ F NHB,2419579.751,1.364,0
43,RHD_medSBP,2,75y+ F HIS,1292652.196,0.155,0
44,RHD_medSBP,2,75y+ F OTH,1392086.98,0.144,0
45,RHD_medSBP,7,75y+ M NHW,7689623.319,0.091,0
46,RHD_medSBP,7,75y+ M NHB,2054985.542,0.341,0
47,RHD_medSBP,17,75y+ M HIS,1060637.699,1.603,0
48,RHD_medSBP,16,75y+ M OTH,1160072.484,1.379,0
1,SCC,4,25-34 years Female Non-Hispanic White,4772869.646,0.084,0
2,SCC,0,25-34 years Female Non-Hispanic Black,4109971.084,0,0
3,SCC,1,25-34 years Female Hispanic (All Races),3281347.882,0.03,0
4,SCC,0,25-34 years Female OTHER,3944246.444,0,0
5,SCC,6,25-34 years Male Non-Hispanic White,4739724.718,0.127,0
6,SCC,1,25-34 years Male Non-Hispanic Black,3082478.313,0.032,0
7,SCC,6,25-34 years Male Hispanic (All Races),3314492.81,0.181,0
8,SCC,3,25-34 years Male OTHER,3712231.947,0.081,0
9,SCC,6,35-44 years Female Non-Hispanic White,4806014.575,0.125,0
10,SCC,5,35-44 years Female Non-Hispanic Black,3679087.019,0.136,0
11,SCC,6,35-44 years Female Hispanic (All Races),4574000.078,0.131,0
12,SCC,3,35-44 years Female OTHER,3281347.882,0.091,0
13,SCC,28,35-44 years Male Non-Hispanic White,3877956.588,0.722,0
14,SCC,3,35-44 years Male Non-Hispanic Black,2949898.601,0.102,0
15,SCC,16,35-44 years Male Hispanic (All Races),3314492.81,0.483,0
16,SCC,7,35-44 years Male OTHER,3049333.385,0.23,0
17,SCC,15,45-54 years Female Non-Hispanic White,4375130.509,0.343,0
