subgroup,food,N,mean,SE,StdDev,food_label,food_desc,pro_gro
26,ssb,243,276.89,16.5,245.71,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.5699225515453786
26,veg_dg,243,0.19,0.02,0.21,Dark-green vegetables,Dark green vegetables (cup eq.),0.7749345375503431
26,veg_exc_sta,243,1.07,0.06,0.52,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7079010964025869
26,veg_oth,243,0.46,0.03,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6668017180248992
26,veg_ro,243,0.36,0.02,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7260161208562959
26,veg_sta,243,0.45,0.02,0.21,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6918262982460771
27,added_sugar,297,15.81,0.98,8,Added sugars,Foods defined as added sugars (tsp. eq.),0.6823310528135753
27,dairy_cow,297,1.41,0.08,0.57,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.7845566889290777
27,dairy_soy,297,0.07,0.04,0.29,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
27,dairy_tot,297,1.42,0.09,0.56,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.7857524221159405
27,fruit_exc_juice,297,0.71,0.06,0.56,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8991350353302133
27,fruit_juice,297,0.26,0.03,0.38,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8512193487971169
27,fruit_tot,297,1,0.09,0.71,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8880575978303511
27,gr_refined,297,5.89,0.25,1.67,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.7373405374080922
27,gr_whole,297,0.86,0.08,0.57,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8459741447936636
27,leg_tot,297,0.58,0.08,0.51,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.8101814607784263
27,oil,297,26.5,0.98,7.27,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6679583726082476
27,pf_egg,297,0.83,0.09,0.73,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.8354836291227579
27,pf_ns,297,0.67,0.11,0.73,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.7827759788830849
27,pf_pm,297,0.69,0.06,0.42,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7414261640934668
27,pf_poultry,297,1.45,0.08,0.73,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.7270062028560079
27,pf_redm,297,1.32,0.07,0.61,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6786534994579271
27,pf_redm_tot,297,1.93,0.1,0.84,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6969730637211851
27,pf_seafood,297,0.52,0.07,0.54,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.7158046085037871
27,sat_fat,297,25.19,0.69,4.35,Saturated fats,Total saturated fatty acids (gm),0.6981718708242264
27,sodium,297,3341,70.32,580.91,Sodium,Sodium (mg),0.7066885696759952
27,ssb,297,259.93,26.28,229.6,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.5527914241562188
27,veg_dg,297,0.14,0.02,0.16,Dark-green vegetables,Dark green vegetables (cup eq.),0.8957886188561502
27,veg_exc_sta,297,1.24,0.07,0.57,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7591728897508279
27,veg_oth,297,0.53,0.06,0.24,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7094927571845346
27,veg_ro,297,0.42,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.762422168238808
27,veg_sta,297,0.39,0.03,0.18,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.7269598191467171
28,added_sugar,136,13.17,1.4,7.27,Added sugars,Foods defined as added sugars (tsp. eq.),0.7170808989129438
28,dairy_cow,136,1.08,0.08,0.49,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.8285545038191582
28,dairy_soy,136,0.03,0.02,0.15,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),0.6345016289966521
28,dairy_tot,136,1.09,0.08,0.49,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.8256102588347268
28,fruit_exc_juice,136,0.81,0.08,0.64,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8753998718606579
28,fruit_juice,136,0.15,0.02,0.22,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.863131154543502
28,fruit_tot,136,1.05,0.09,0.76,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8741003185071168
28,gr_refined,136,5.82,0.31,1.69,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6790482337813111
28,gr_whole,136,1.07,0.08,0.71,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.949251930454406
28,leg_tot,136,0.61,0.1,0.53,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.7918929753736063
28,oil,136,31.64,1.81,8.17,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6834768285150892
28,pf_egg,136,0.97,0.14,0.86,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.7392245621046706
28,pf_ns,136,0.75,0.1,0.8,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.8783267671092648
28,pf_pm,136,0.68,0.09,0.42,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.594541184622474
28,pf_poultry,136,1.58,0.29,0.79,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.7105085126005204
28,pf_redm,136,1.44,0.11,0.67,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6053039533077867
28,pf_redm_tot,136,2.06,0.19,0.9,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6184519303001161
28,pf_seafood,136,0.37,0.06,0.39,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.7484249677106289
28,sat_fat,136,24.59,1.08,4.41,Saturated fats,Total saturated fatty acids (gm),0.6578865491855704
28,sodium,136,3790.21,145.53,669.83,Sodium,Sodium (mg),0.7169055781380324
28,ssb,136,282.27,39.35,249.57,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.7676851593327417
28,veg_dg,136,0.17,0.03,0.19,Dark-green vegetables,Dark green vegetables (cup eq.),0.7608864841424159
28,veg_exc_sta,136,1.48,0.16,0.68,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7523097149409532
28,veg_oth,136,0.63,0.07,0.29,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7953997782687241
28,veg_ro,136,0.44,0.08,0.18,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6791383041877473
28,veg_sta,136,0.32,0.02,0.16,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.610698037595071
29,added_sugar,291,16,0.97,8.18,Added sugars,Foods defined as added sugars (tsp. eq.),0.675257266049409
29,dairy_cow,291,1.33,0.07,0.56,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.7346170689848112
29,dairy_soy,291,0.05,0.02,0.23,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
29,dairy_tot,291,1.33,0.07,0.55,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.7352660740071424
29,fruit_exc_juice,291,0.54,0.05,0.45,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8890052753199209
29,fruit_juice,291,0.15,0.02,0.22,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8476010332250805
29,fruit_tot,291,0.67,0.05,0.52,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8800143273459424
29,gr_refined,291,4.83,0.19,1.54,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5925170822280937
29,gr_whole,291,0.86,0.07,0.57,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8237514640489302
29,leg_tot,291,0.52,0.07,0.47,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.7593455871285129
29,oil,291,27.05,1,7.43,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6295432010946772
29,pf_egg,291,0.61,0.06,0.56,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.6017157389001252
29,pf_ns,291,0.71,0.09,0.76,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.8905762561745281
29,pf_pm,291,1.04,0.08,0.61,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7067485457277558
29,pf_poultry,291,1.46,0.13,0.73,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5684327995156149
29,pf_redm,291,1.74,0.13,0.79,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6166524861176348
29,pf_redm_tot,291,2.61,0.19,1.09,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6360629211923934
29,pf_seafood,291,0.57,0.07,0.59,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.375261985101132
29,sat_fat,291,26.07,0.62,4.45,Saturated fats,Total saturated fatty acids (gm),0.6562711990482778
29,sodium,291,3366.53,94.71,592.04,Sodium,Sodium (mg),0.6141029106557053
29,ssb,291,336.89,29,289.97,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.6609173334754429
29,veg_dg,291,0.17,0.02,0.19,Dark-green vegetables,Dark green vegetables (cup eq.),0.5274980335120887
29,veg_exc_sta,291,1.08,0.06,0.53,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.5773312463222472
29,veg_oth,291,0.51,0.03,0.23,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5659355730667779
29,veg_ro,291,0.4,0.02,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6143735905661212
29,veg_sta,291,0.49,0.04,0.23,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6620694562954696
3,added_sugar,337,17.03,0.74,8.56,Added sugars,Foods defined as added sugars (tsp. eq.),0.5691788554526777
3,dairy_cow,337,1.35,0.06,0.56,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.6228730648053927
3,dairy_soy,337,0.07,0.04,0.33,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
3,dairy_tot,337,1.35,0.06,0.56,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.6248192265239476
3,fruit_exc_juice,337,0.7,0.05,0.56,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.7980890971877843
3,fruit_juice,337,0.28,0.03,0.4,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.644414853544888
3,fruit_tot,337,0.95,0.05,0.7,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.7553106950488158
3,gr_refined,337,6.14,0.24,1.72,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5751252506481791
3,gr_whole,337,0.68,0.05,0.47,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.7588895762251486
3,leg_tot,337,0.63,0.04,0.56,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.7409832667125907
3,oil,337,27.7,0.95,7.56,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.5143160286770971
3,pf_egg,337,0.82,0.1,0.75,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.8012497338711758
3,pf_ns,337,0.49,0.05,0.55,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.8185046338231262
3,pf_pm,337,0.6,0.04,0.37,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.6249015767742219
3,pf_poultry,337,1.51,0.08,0.76,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.4849724344995853
3,pf_redm,337,1.5,0.09,0.69,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5974374535607166
3,pf_redm_tot,337,1.95,0.12,0.85,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.588070579337042
3,pf_seafood,337,0.46,0.06,0.49,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.5158839625188794
3,sat_fat,337,24.9,0.54,4.39,Saturated fats,Total saturated fatty acids (gm),0.5714522971530108
3,sodium,337,3305.8,90.2,584.45,Sodium,Sodium (mg),0.5474236577700993
3,ssb,337,271.42,16.12,241.32,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.4954689252121128
3,veg_dg,337,0.11,0.01,0.12,Dark-green vegetables,Dark green vegetables (cup eq.),0.6257411955035865
3,veg_exc_sta,337,1,0.06,0.5,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6284130259375891
3,veg_oth,337,0.48,0.03,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6390473228662884
3,veg_ro,337,0.34,0.02,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6129409731095665
3,veg_sta,337,0.37,0.02,0.18,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.47979137140691064
30,added_sugar,238,16.24,0.66,8.18,Added sugars,Foods defined as added sugars (tsp. eq.),0.6370213621848391
