foodcode,description
27450250,Oysters Rockefeller
32400400,"Egg white, omelet, scrambled, or fried, with cheese and meat, fat added in cooking"
75315022,"Peas and corn, cooked, made with butter"
27446350,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing"
27150330,Mussels with tomato-based sauce
58109100,"Pizza, cheese, gluten-free thin crust"
72122228,"Mustard greens, cooked, from fresh, made with butter"
27311600,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27510243,"Cheeseburger, 1 medium patty, plain, on whole wheat bun"
75340021,"Vegetable combinations, Asian style, broccoli, green pepper, water chestnut, etc., cooked, made with oil"
24132240,"Chicken leg, drumstick and thigh, rotisserie, skin eaten"
71503010,Potato patty
41101111,"White beans, dry, cooked, made with oil"
95120050,"Nutritional drink or shake, liquid, soy-based"
32131010,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat not added in cooking"
27160010,"Meat with barbecue sauce, NS as to type of meat"
13121300,"Ice cream sundae, chocolate or fudge topping, with whipped cream"
63101500,"Apple, fried"
92130011,"Coffee, decaffeinated, pre-lightened"
58201015,"Jelly sandwich, regular jelly, on wheat bread"
58161430,"Rice, brown, with peas, NS as to fat added in cooking"
27510551,"Hamburger, 1 small patty, with condiments, on bun, from fast food / restaurant (Burger King Hamburger)"
81103030,"Margarine, stick, unsalted"
57229500,Cereal (Kellogg's Low Fat Granola with Raisins)
25231120,"Beef, prepackaged or deli, luncheon meat, reduced sodium"
56207110,"Bulgur, fat not added in cooking"
53453170,"Empanada,  Mexican turnover, pumpkin"
27510506,"Hamburger, 1 miniature patty, with condiments, on miniature bun, from fast food / restaurant"
14202010,"Cheese, cottage, with fruit"
73304010,Squash fritter or cake
41302100,"Chickpeas, canned, drained, low sodium, NS as to fat added in cooking"
11400010,"Yogurt, Greek, NS as to type of milk or flavor"
93301191,Rum and diet cola
33401100,"Egg substitute, omelet, scrambled, or fried, with meat, fat added in cooking"
75216229,"Corn, white, cooked, from fresh, made with margarine"
41421010,"Soybean curd, deep fried"
14640190,"Grilled cheese sandwich, reduced fat Cheddar cheese, on wheat bread"
27510531,"Hamburger, 1 small patty, plain, on bun, from fast food / restaurant"
27510207,"Cheeseburger, 1 small patty, with condiments, on whole wheat bun"
76205000,"Squash, baby food, NS as to strained or junior"
76405010,"Corn, creamed, baby food, strained"
72125224,"Spinach, cooked, from frozen, made with oil"
22300130,"Ham, fried, lean and fat eaten"
75223012,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from frozen, fat not added in cooking"
27540280,"Chicken fillet, broiled, sandwich with cheese, on bun, with lettuce, tomato and spread"
58508000,"Macaroni and cheese, baby food, strained"
41812000,"Sandwich spread, meat substitute type"
51407010,"Bread, black"
51188500,Zwieback toast
51122100,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts"
75232121,"Seaweed, cooked, made with oil"
75220050,"Lettuce, cooked, fat not added in cooking"
41108000,"Mung beans, dry, cooked, fat not added in cooking"
26121121,"Mackerel, baked or broiled, fat not added in cooking"
32130140,"Egg omelet or scrambled egg, with cheese, made with animal fat or meat drippings"
75204981,"Beans, string, cooked, from fresh, NS as to color, fat added in cooking, NS as to type of fat"
53237010,"Cookie, raisin sandwich, cream-filled"
27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27315340,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
75215511,"Christophine, cooked, fat added in cooking"
51121065,"Garlic bread, with melted cheese, from fast food / restaurant"
56208500,"Oat bran cereal, cooked, fat not added in cooking"
58162140,"Stuffed tomato, with rice, meatless"
23220030,"Veal patty, breaded, cooked"
75303022,"Corn with peppers, red or green, cooked, made with butter"
75303021,"Corn with peppers, red or green, cooked, made with oil"
42110050,"Mixed nuts, unroasted"
27510305,"Bacon cheeseburger, 1 medium patty, plain, on bun, from fast food / restaurant"
55100055,"Pancakes, with fruit, from fast food / restaurant"
75216228,"Corn, white, cooked, from fresh, made with butter"
24103075,"Chicken, NS as to part, grilled with sauce, skin eaten"
27213600,Beef and rice with cheese sauce
73410310,"Sweet potato fries, frozen, fried"
27510171,"Cheeseburger, 1 small patty, with condiments, on bun, from fast food / restaurant (Burger King WHOPPER Jr. with cheese)"
75214000,"Cauliflower, cooked, NS as to form, NS as to fat added in cooking"
27313020,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
26311120,"Lobster, baked or broiled, fat added in cooking"
27311610,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
41302030,"Chickpeas, canned, drained, NS as to fat added in cooking"
27450600,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce"
13110220,"Ice cream, soft serve, NS as to flavor"
27564150,"Frankfurter or hot dog sandwich, beef and pork, plain, on whole wheat bread"
91728000,"Nut roll, fudge or nougat, caramel and nuts"
27218210,"Beef stew with potatoes, Puerto Rican style"
27243300,Chicken or turkey and rice with cream sauce
51122110,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts, toasted"
91742010,"Sesame Crunch, Sahadi"
27111100,Beef goulash
28345120,"Chicken or turkey soup, cream of, prepared with milk"
27564121,"Frankfurter or hot dog sandwich, beef and pork, plain, on wheat bun"
53206550,"Cookie, chocolate, made with oatmeal and coconut, no bake"
32400610,"Egg white, omelet, scrambled, or fried, with meat and vegetables, fat not added in cooking"
27564260,"Frankfurter or hot dog sandwich, chicken and/or turkey, plain, on wheat bread"
51000180,"Bread, made from home recipe or purchased at a bakery, NS as to major flour"
72118227,"Greens, cooked, from fresh, made with oil"
72307000,Spinach soup
92102040,"Frozen mocha coffee drink, nonfat, with whipped cream"
93301270,"Fruit punch, alcoholic"
28141250,"Chicken with rice and vegetable, diet frozen meal"
41102100,"Black, brown, or Bayo beans, canned, drained, low sodium, NS as to fat added in cooking"
52304040,"Muffin, bran with fruit, lowfat"
75216150,"Corn, yellow, NS as to form, cream style"
26137160,"Salmon, steamed or poached"
24198500,Chicken feet
27420400,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce"
75202028,"Asparagus, cooked, from fresh, made with butter"
24147311,"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked"
72107231,"Collards, cooked, from frozen, made with butter"
22201320,"Pork steak or cutlet, breaded or floured, broiled or baked, lean only eaten"
56202100,"Millet, fat added in cooking"
75232120,"Seaweed, cooked, fat added in cooking, NS as to type of fat"
56200390,"Barley, NS as to fat added in cooking"
23101000,"Lamb chop, NS as to cut, cooked, NS as to fat eaten"
24134301,"Chicken leg, drumstick and thigh, sauteed, skin not eaten"
76403010,"Beets, baby food, strained"
67104030,"Applesauce with bananas, baby food, NS as to strained or junior"
28311020,"Menudo soup, home recipe"
56202900,"Oatmeal, from fast food, plain"
51136000,Bruschetta
42112300,"Pecans, honey roasted"
75218501,"Lotus root, cooked, fat added in cooking"
27564360,"Frankfurter or hot dog sandwich, fat free, plain, on white bun"
26117121,"Haddock, baked or broiled, fat not added in cooking"
58161435,"Rice, brown, with carrots, NS as to fat added in cooking"
75410530,"Chiles rellenos, filled with meat and cheese"
25221505,"Salami, made from any type of meat, reduced fat"
14640062,"Cheese sandwich, reduced fat American cheese, on white bread, with butter"
75411020,Corn fritter
51602020,"Bread, multigrain, reduced calorie and/or high fiber, toasted"
27510585,"Hamburger, 1 small patty, with condiments, on white bun"
13120810,"Ice cream soda, chocolate"
75440510,"Vegetable combinations, excluding carrots, broccoli, and dark-green leafy; cooked, with cheese sauce"
75221040,"Onions, green, cooked, NS as to form, NS as to fat added in cooking"
26111140,"Croaker, coated, fried"
25210250,"Frankfurter or hot dog, meat and poultry, fat free"
25220108,"Beef sausage, reduced sodium"
27510342,"Bacon cheeseburger, 1 medium patty, with condiments, on wheat bun"
53301080,"Pie, apple, fried pie"
27510386,"Double cheeseburger, 2 small patties, with condiments, on bun, from fast food / restaurant (Burger King Double Cheeseburger)"
77201210,"Green plantain with cracklings, Puerto Rican style"
54408420,"Pretzels, soft, ready-to-eat, cinnamon sugar coated"
75231026,"Snowpea, cooked, from fresh, made with oil"
92162001,"Coffee, Cappuccino, decaffeinated, nonfat"
54403055,"Popcorn, microwave, unsalted"
57128005,Cereal (General Mills 25% Less Sugar Cocoa Puffs)
56205007,"Rice, white, cooked, fat added in cooking, NS as to type of fat"
28510010,"Gravy or sauce, poultry-based from Puerto Rican-style chicken fricasse"
28340110,"Chicken or turkey broth, bouillon, or consomme"
42302165,"Peanut butter and jelly sandwich, with reduced fat peanut butter, reduced sugar jelly, on whole wheat bread"
93301213,Vodka and lemonade
32105240,Beef egg foo yung
92582100,"Fruit juice drink, with high vitamin C, plus added calcium"
27116350,"Stewed seasoned ground beef, Mexican style"
41106520,"Yellow, canary, or Peruvian beans, dry, cooked, fat not added in cooking"
73201027,"Pumpkin, cooked, from fresh, made with oil"
75211033,"Cabbage, green, cooked, made with margarine"
58104320,"Gordita, sope, or chalupa with chicken and sour cream"
51127020,"Bread, potato, toasted"
57824000,"Rice cereal with applesauce and bananas, baby food, jarred"
27610730,"Beef with vegetables, baby food, toddler"
76201000,"Carrots, baby food, NS as to strained or junior"
76611020,"Vegetable and turkey, baby food, junior"
27211200,"Beef stew with potatoes, gravy"
72128228,"Turnip greens, cooked, from fresh, made with butter"
32103025,"Egg salad, made with light mayonnaise-type salad dressing"
67250100,"Banana juice with lowfat yogurt, baby food"
58160610,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat added in cooking"
27220520,Ham or pork and potatoes with cheese sauce
27362000,"Stewed tripe, with potatoes, Puerto Rican style"
26117130,"Haddock, coated, baked or broiled, fat added in cooking"
32130260,"Egg omelet or scrambled egg, with meat, made with cooking spray"
24198729,"Chicken nuggets, NFS"
63135120,"Peach, cooked or canned, unsweetened, water pack"
58160420,"Rice, white, with corn, fat added in cooking"
58160600,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, fat added in cooking"
76409020,"Peas, baby food, junior"
67102020,"Applesauce, baby food, junior"
95210000,Nutritional powder mix (Slim Fast)
23110050,"Lamb, ribs, cooked, lean and fat eaten"
75223003,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from canned, NS as to fat added in cooking"
75223028,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, from fresh, made with butter"
71602010,"Potato salad, German style"
41440000,"Textured vegetable protein, dry"
92101921,"Frozen coffee drink, nonfat"
75219000,"Mushrooms, cooked, NS as to form, NS as to fat added in cooking"
57124030,Cereal (General Mills Chex Chocolate)
58161325,"Rice, brown, with beans and tomatoes"
26107160,"Catfish, steamed or poached"
92100500,"Coffee, NS as to brewed or instant"
72118210,"Greens, cooked, NS as to form, fat not added in cooking"
26315100,"Oysters, raw"
52306550,"Muffin, zucchini"
26111110,"Croaker, cooked, NS as to cooking method"
58126110,"Turnover, meat-filled, no gravy"
11513310,"Chocolate milk, made from dry mix with non-dairy milk"
75315000,"Peas and corn, cooked, NS as to fat added in cooking"
93301250,White Russian
32103050,"Egg Salad, made with any type of fat free dressing"
14640024,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, no spread"
63147620,"Rhubarb, frozen, with sugar"
41425010,"Vermicelli, made from soybeans"
27510331,"Bacon cheeseburger, 1 medium patty, plain, on white bun"
75311020,"Mixed vegetables, cooked, NS as to form, fat added in cooking, NS as to type of fat"
75607020,"Mushroom soup, cream of, prepared with water"
56201342,"Grits, instant, made with milk, fat not added in cooking"
53304050,"Pie, blueberry, one crust"
75216134,"Corn, yellow, cooked, from fresh, made with oil"
58146315,"Pasta with sauce and meat, from school lunch"
92101930,"Frozen coffee drink, decaffeinated"
25221406,"Pork sausage, reduced fat"
93102200,"Beer, light, higher alcohol"
58104280,"Gordita, sope, or chalupa with meat and sour cream"
56208510,"Oat bran cereal, cooked, fat added in cooking"
27345320,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
73301000,"Squash, winter type, mashed, NS as to fat or sugar added in cooking"
24701010,"Chicken, baby food, strained"
75411032,"Corn, cooked, from frozen, with cream sauce, made with milk"
58161480,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, NS as to fat added in cooking"
13130340,"Light ice cream, no sugar added, chocolate"
23150300,"Goat ribs, cooked"
41102012,"Black, brown, or Bayo beans, dry, cooked, made with animal fat or meat drippings"
57407110,Cereal (General Mills 25% Less Sugar Trix)
75226100,"Peppers, hot, cooked, NS as to form, fat not added in cooking"
14640032,"Cheese sandwich, Cheddar cheese, on white bread, with mayonnaise"
58134310,"Stuffed shells, with fish and/or shellfish, with tomato sauce"
53233080,"Cookie, oatmeal sandwich, with peanut butter and jelly filling"
